170965109098840,RBW2012110002,2012-11-14,2012-11-16,
171024469027138,RBW2012110003,2012-11-14,2012-11-14,
171024469027138,RBW2012110003,2012-11-14,2012-11-14,
171077935663632,RBW2012110004,,,
171077935663632,RBW2012110004,,,
171158171702407,RBW2012110005,2012-11-14,2012-11-16,
171158171702407,RBW2012110005,2012-11-14,2012-11-16,
171161093921270,RBW2012110006,,,
171210389034534,RBW2012110007,,,
171221855356166,RBW2012110008,,,
171222221963268,RBW2012110009,,,
171222221963268,RBW2012110009,,,
171247815771536,RBW2012110010,2012-11-14,2012-11-16,
171247815771536,RBW2012110010,2012-11-14,2012-11-16,
171273668982521,RBW2012110011,,,
171288770076826,RBW2012110012,,,
171291061675972,RBW2012110013,2012-11-14,2012-11-16,
171353780411620,RBW2012110014,2012-11-14,2012-11-16,
171404892359412,RBW2012110015,2012-11-14,2012-11-16,
171415458701686,RBW2012110016,,,
171415458701686,RBW2012110016,,,
171425500324331,RBW2012110017,2012-11-14,2012-11-14,
171491782180487,RBW2012110018,2012-11-14,2012-11-14,
171491782180487,RBW2012110018,2012-11-14,2012-11-14,
171491782180487,RBW2012110018,2012-11-14,2012-11-14,
171608818787613,RBW2012110019,,,
171608818787613,RBW2012110019,,,
171620667085468,RBW2012110020,,,
171673428054869,RBW2012110021,2012-11-14,2012-11-14,
171673428054869,RBW2012110021,2012-11-14,2012-11-14,
171687971007383,RBW2012110022,2012-11-14,2012-11-14,
171688463007675,RBW2012110023,,,
171696691842539,RBW2012110024,2012-11-14,2012-11-16,
171725051038899,RBW2012110025,,,
171725051038899,RBW2012110025,,,
171746854078402,RBW2012110026,2012-11-14,2012-11-16,
171746854078402,RBW2012110026,2012-11-14,2012-11-16,
171748144682539,RBW2012110027,2012-11-14,2012-11-16,
171774304148913,RBW2012110028,2012-11-14,2012-11-14,
171774304148913,RBW2012110028,2012-11-14,2012-11-14,
171869829479834,RBW2012110029,,,
171869829479834,RBW2012110029,,,
194631032104869,RBW2012110030,2012-11-14,2012-11-14,
194631032104869,RBW2012110030,2012-11-14,2012-11-14,
194652235210058,RBW2012110031,2012-11-14,2012-11-16,
194652235210058,RBW2012110031,2012-11-14,2012-11-16,
194767830137575,RBW2012110032,,,
194767830137575,RBW2012110032,,,
194767830137575,RBW2012110032,,,
194767830137575,RBW2012110032,,,
194767830137575,RBW2012110032,,,
194767830137575,RBW2012110032,,,
194948759088947,RBW2012110033,,,
194948759088947,RBW2012110033,,,
194993152044788,RBW2012110034,,,
195009711007058,RBW2012110035,2012-11-14,2012-11-14,
195009711007058,RBW2012110035,2012-11-14,2012-11-14,
195042236746375,RBW2012110036,,,
195043872570004,RBW2012110037,,,
195043872570004,RBW2012110037,,,
195234992349969,RBW2012110038,2012-11-14,2012-11-16,
195240591730004,RBW2012110039,,,
195240591730004,RBW2012110039,,,
195449355747631,RBW2012110040,2012-11-14,2012-11-14,
195449355747631,RBW2012110040,2012-11-14,2012-11-14,
195600194469459,RBW2012110041,2012-11-14,2012-11-14,
195600194469459,RBW2012110041,2012-11-14,2012-11-14,
195626271218835,RBW2012110042,2012-11-14,2012-11-16,
195626271218835,RBW2012110042,2012-11-14,2012-11-16,
195640636688042,RBW2012110043,2012-11-14,2012-11-16,
195640636688042,RBW2012110043,2012-11-14,2012-11-16,
195662713578835,RBW2012110044,2012-11-14,2012-11-16,
195662713578835,RBW2012110044,2012-11-14,2012-11-16,
195774913124851,RBW2012110045,,,
195849151816285,RBW2012110046,2012-11-14,2012-11-14,
241077888962278,RBW2012110047,,,
241077888962278,RBW2012110047,,,
246561322608285,RBW2012110048,2012-11-14,2012-11-16,
246561322608285,RBW2012110048,2012-11-14,2012-11-16,
246742686667517,RBW2012110049,2012-11-14,2012-11-16,
246742686667517,RBW2012110049,2012-11-14,2012-11-16,
246828169609894,RBW2012110050,2012-11-14,2012-11-14,
246828169609894,RBW2012110050,2012-11-14,2012-11-14,
247009369737697,RBW2012110051,2012-11-14,2012-11-16,
247012007904688,RBW2012110052,2012-11-14,2012-11-16,
247022126406915,RBW2012110053,2012-11-14,2012-11-16,
247022160124688,RBW2012110054,2012-11-14,2012-11-16,
247030281498594,RBW2012110055,,,
247044042456844,RBW2012110056,2012-11-14,2012-11-16,
247077888816915,RBW2012110057,2012-11-14,2012-11-16,
247113123743008,RBW2012110058,2012-11-14,2012-11-16,
247113123743008,RBW2012110058,2012-11-14,2012-11-16,
247113123743008,RBW2012110058,2012-11-14,2012-11-16,
247298800497806,RBW2012110059,2012-11-14,2012-11-16,
247458808450861,RBW2012110060,2012-11-14,2012-11-14,
247458808450861,RBW2012110060,2012-11-14,2012-11-14,
247469126074022,RBW2012110061,2012-11-14,2012-11-14,
247469126074022,RBW2012110061,2012-11-14,2012-11-14,
247520689322407,RBW2012110062,2012-11-14,2012-11-16,
247520689322407,RBW2012110062,2012-11-14,2012-11-16,
247536168767521,RBW2012110063,2012-11-14,2012-11-16,
247653163767847,RBW2012110064,2012-11-14,2012-11-16,
247653163767847,RBW2012110064,2012-11-14,2012-11-16,
247672441189421,RBW2012110065,2012-11-14,2012-11-16,
247672441189421,RBW2012110065,2012-11-14,2012-11-16,
247802767019405,RBW2012110066,2012-11-14,2012-11-16,
247877889196500,RBW2012110067,,,
247877889196500,RBW2012110067,,,
247883121295468,RBW2012110068,,,
247883121295468,RBW2012110068,,,
247883121295468,RBW2012110068,,,
247921481342164,RBW2012110069,2012-11-14,2012-11-16,
247921481342164,RBW2012110069,2012-11-14,2012-11-16,
247942208924702,RBW2012110070,2012-11-15,2012-11-15,
247942208924702,RBW2012110070,2012-11-15,2012-11-15,
248042689677963,RBW2012110071,2012-11-15,2012-11-15,
248093166082321,RBW2012110072,2012-11-14,2012-11-16,
248106806022321,RBW2012110072,2012-11-14,2012-11-16,
248192289676504,RBW2012110073,2012-11-14,2012-11-16,
248192289676504,RBW2012110073,2012-11-14,2012-11-16,
248210969880834,RBW2012110074,,,
248210969880834,RBW2012110074,,,
248252085874851,RBW2012110075,,,
248254003867387,RBW2012110076,2012-11-14,2012-11-16,
248254003867387,RBW2012110076,2012-11-14,2012-11-16,
165149500877243,RBW2012110077,,,
165149500877243,RBW2012110077,,,
165345137827343,RBW2012110078,,,
165345137827343,RBW2012110078,,,
165397333737028,RBW2012110079,,,
165397333737028,RBW2012110079,,,
165610050932407,RBW2012110080,2012-11-14,2012-11-16,
165610050932407,RBW2012110080,2012-11-14,2012-11-16,
165647180468488,RBW2012110081,2012-11-14,2012-11-16,
165647180468488,RBW2012110081,2012-11-14,2012-11-16,
165690424920654,RBW2012110082,,,
165690424920654,RBW2012110082,,,
165737774722521,RBW2012110083,2012-11-14,2012-11-16,
165737774722521,RBW2012110083,2012-11-14,2012-11-16,
165743740208774,RBW2012110084,2012-11-15,2012-11-15,
165743740208774,RBW2012110084,2012-11-15,2012-11-15,
165771855310233,RBW2012110085,2012-11-14,2012-11-16,
165771855310233,RBW2012110085,2012-11-14,2012-11-16,
165827707730233,RBW2012110085,2012-11-14,2012-11-16,
165827707730233,RBW2012110085,2012-11-14,2012-11-16,
166008469769072,RBW2012110086,2012-11-14,2012-11-16,
166008469769072,RBW2012110086,2012-11-14,2012-11-16,
166289384415630,RBW2012110087,,,
166289384415630,RBW2012110087,,,
166358386091540,RBW2012110088,2012-11-14,2012-11-16,
166358386091540,RBW2012110088,2012-11-14,2012-11-16,
166902546289072,RBW2012110089,2012-11-14,2012-11-16,
166902546289072,RBW2012110089,2012-11-14,2012-11-16,
166967977845012,RBW2012110090,2012-11-14,2012-11-16,
166967977845012,RBW2012110090,2012-11-14,2012-11-16,
167324934968453,RBW2012110091,2012-11-13,11月15日,
167324934968453,RBW2012110091,2012-11-13,11月15日,
167921424762476,RBW2012110092,,,
167921424762476,RBW2012110092,,,
168143452550778,RBW2012110093,,,
168143452550778,RBW2012110093,,,
168954297036765,RBW2012110094,2012-11-14,2012-11-14,
168954297036765,RBW2012110094,2012-11-14,2012-11-14,
169189261642175,RBW2012110095,,,
169189261642175,RBW2012110095,,,
169276588508829,RBW2012110096,2012-11-14,2012-11-16,
169276588508829,RBW2012110096,2012-11-14,2012-11-16,
169325090712891,RBW2012110097,2012-11-14,2012-11-14,
169325090712891,RBW2012110097,2012-11-14,2012-11-14,
169362585993399,RBW2012110098,,,
169362585993399,RBW2012110098,,,
169443856334179,RBW2012110099,2012-11-14,2012-11-16,
169443856334179,RBW2012110099,2012-11-14,2012-11-16,
169486107970567,RBW2012110100,2012-11-14,2012-11-16,
169486107970567,RBW2012110100,2012-11-14,2012-11-16,
169542131166338,RBW2012110101,2012-11-14,2012-11-16,
169542131166338,RBW2012110101,2012-11-14,2012-11-16,
169559491056644,RBW2012110102,,,
169559491056644,RBW2012110102,,,
169661062233886,RBW2012110103,,,
169661062233886,RBW2012110103,,,
169904095019839,RBW2012110104,2012-11-14,2012-11-16,
169904095019839,RBW2012110104,2012-11-14,2012-11-16,
169945258373173,RBW2012110105,,,
169945258373173,RBW2012110105,,,
170173374660038,RBW2012110106,2012-11-14,2012-11-16,
170173374660038,RBW2012110106,2012-11-14,2012-11-16,
170343058776444,RBW2012110107,2012-11-14,2012-11-16,
170343058776444,RBW2012110107,2012-11-14,2012-11-16,
170346531677519,RBW2012110108,2012-11-14,2012-11-16,
170346531677519,RBW2012110108,2012-11-14,2012-11-16,
170368374946658,RBW2012110109,2012-11-14,2012-11-16,
170368374946658,RBW2012110109,2012-11-14,2012-11-16,
170410415569985,RBW2012110110,,,
170410415569985,RBW2012110110,,,
170438891019399,RBW2012110111,2012-11-14,2012-11-16,
170438891019399,RBW2012110111,2012-11-14,2012-11-16,
170523147995902,RBW2012110112,2012-11-14,2012-11-16,
170523147995902,RBW2012110112,2012-11-14,2012-11-16,
170572338336903,RBW2012110113,2012-11-14,2012-11-16,
170572338336903,RBW2012110113,2012-11-14,2012-11-16,
170573736708296,RBW2012110114,,,
170573736708296,RBW2012110114,,,
170585093634425,RBW2012110115,2012-11-14,2012-11-16,
170585093634425,RBW2012110115,2012-11-14,2012-11-16,
170585371934425,RBW2012110115,2012-11-14,2012-11-16,
170585371934425,RBW2012110115,2012-11-14,2012-11-16,
170603105682889,RBW2012110116,,,
170603105682889,RBW2012110116,,,
170636829044425,RBW2012110117,2012-11-14,2012-11-16,
170636829044425,RBW2012110117,2012-11-14,2012-11-16,
170637496228386,RBW2012110118,2012-11-14,2012-11-16,
170637496228386,RBW2012110118,2012-11-14,2012-11-16,
170774335651616,RBW2012110119,2012-11-13,11月15日,
170774335651616,RBW2012110119,2012-11-13,11月15日,
170813947866142,RBW2012110120,,,
170813947866142,RBW2012110120,,,
170862746797111,RBW2012110121,2012-11-14,2012-11-16,
170862746797111,RBW2012110121,2012-11-14,2012-11-16,
170884504286810,RBW2012110122,,,
170884504286810,RBW2012110122,,,
171881546657921,RBW2012110123,,,
171881546657921,RBW2012110123,,,
186990795856312,RBW2012110124,2012-11-14,2012-11-14,
186990795856312,RBW2012110124,2012-11-14,2012-11-14,
187382194612315,RBW2012110125,,,
187382194612315,RBW2012110125,,,
187790551910233,RBW2012110126,2012-11-14,2012-11-16,
187790551910233,RBW2012110126,2012-11-14,2012-11-16,
187810952958407,RBW2012110127,,,
187810952958407,RBW2012110127,,,
189228236936017,RBW2012110128,,,
189228236936017,RBW2012110128,,,
189699791418829,RBW2012110129,,,
189699791418829,RBW2012110129,,,
190757198984151,RBW2012110130,2012-11-14,2012-11-14,
190757198984151,RBW2012110130,2012-11-14,2012-11-14,
191336156636340,RBW2012110131,,,
191336156636340,RBW2012110131,,,
191945918355958,RBW2012110132,,,
191945918355958,RBW2012110132,,,
193239994199867,RBW2012110133,2012-11-14,2012-11-16,
193239994199867,RBW2012110133,2012-11-14,2012-11-16,
193318118597431,RBW2012110134,2012-11-14,2012-11-16,
193318118597431,RBW2012110134,2012-11-14,2012-11-16,
193582232012686,RBW2012110135,2012-11-14,2012-11-16,
193582232012686,RBW2012110135,2012-11-14,2012-11-16,
194207873044617,RBW2012110136,2012-11-14,2012-11-16,
194207873044617,RBW2012110136,2012-11-14,2012-11-16,
194235319204425,RBW2012110137,2012-11-14,2012-11-16,
194235319204425,RBW2012110137,2012-11-14,2012-11-16,
194266559601377,RBW2012110138,2012-11-14,2012-11-16,
194266559601377,RBW2012110138,2012-11-14,2012-11-16,
194396317659472,RBW2012110139,2012-11-14,2012-11-16,
194396317659472,RBW2012110139,2012-11-14,2012-11-16,
194427872139951,RBW2012110140,2012-11-14,2012-11-16,
194427872139951,RBW2012110140,2012-11-14,2012-11-16,
194485635117969,RBW2012110141,,,
194485635117969,RBW2012110141,,,
194538878301805,RBW2012110142,2012-11-14,2012-11-14,
194538878301805,RBW2012110142,2012-11-14,2012-11-14,
234899049280712,RBW2012110143,,,
234899049280712,RBW2012110143,,,
235107482943073,RBW2012110144,2012-11-14,2012-11-16,
235107482943073,RBW2012110144,2012-11-14,2012-11-16,
235162409755150,RBW2012110145,,,
235162409755150,RBW2012110145,,,
235206249923380,RBW2012110146,2012-11-14,2012-11-16,
235206249923380,RBW2012110146,2012-11-14,2012-11-16,
235387162061085,RBW2012110147,,,
235387162061085,RBW2012110147,,,
236162761261392,RBW2012110148,2012-11-14,2012-11-16,
236162761261392,RBW2012110148,2012-11-14,2012-11-16,
236325921521939,RBW2012110149,2012-11-14,2012-11-16,
236325921521939,RBW2012110149,2012-11-14,2012-11-16,
236927801710081,RBW2012110150,2012-11-14,2012-11-16,
236927801710081,RBW2012110150,2012-11-14,2012-11-16,
239252567615630,RBW2012110151,,,
239252567615630,RBW2012110151,,,
239482240465247,RBW2012110152,,,
239482240465247,RBW2012110152,,,
239941920690685,RBW2012110153,2012-11-14,2012-11-16,
239941920690685,RBW2012110153,2012-11-14,2012-11-16,
240450768638501,RBW2012110154,2012-11-14,2012-11-16,
240450768638501,RBW2012110154,2012-11-14,2012-11-16,
240459128419265,RBW2012110155,2012-11-14,2012-11-16,
240459128419265,RBW2012110155,2012-11-14,2012-11-16,
240656204091384,RBW2012110156,2012-11-14,2012-11-16,
240656204091384,RBW2012110156,2012-11-14,2012-11-16,
241361240901853,RBW2012110157,2012-11-14,2012-11-14,
241361240901853,RBW2012110157,2012-11-14,2012-11-14,
242260967531938,RBW2012110158,2012-11-14,2012-11-16,
242260967531938,RBW2012110158,2012-11-14,2012-11-16,
243101729908305,RBW2012110159,,,
243101729908305,RBW2012110159,,,
243257806974972,RBW2012110160,,,
243257806974972,RBW2012110160,,,
243930164719331,RBW2012110161,,,
243930164719331,RBW2012110161,,,
244374169761540,RBW2012110162,2012-11-14,2012-11-16,
244374169761540,RBW2012110162,2012-11-14,2012-11-16,
244413881357975,RBW2012110163,2012-11-14,2012-11-16,
244413881357975,RBW2012110163,2012-11-14,2012-11-16,
244816169517002,RBW2012110164,2012-11-14,2012-11-16,
244816169517002,RBW2012110164,2012-11-14,2012-11-16,
244883608443750,RBW2012110165,,,
244883608443750,RBW2012110165,,,
245618886970789,RBW2012110166,2012-11-14,2012-11-16,
245618886970789,RBW2012110166,2012-11-14,2012-11-16,
245708087661496,RBW2012110167,2012-11-14,2012-11-16,
245708087661496,RBW2012110167,2012-11-14,2012-11-16,
246200449434131,RBW2012110168,2012-11-14,2012-11-16,
246200449434131,RBW2012110168,2012-11-14,2012-11-16,
246249805697989,RBW2012110169,,,
246249805697989,RBW2012110169,,,
246334564599728,RBW2012110170,2012-11-14,2012-11-16,
246334564599728,RBW2012110170,2012-11-14,2012-11-16,
247705805092696,RBW2012110171,2012-11-14,2012-11-16,
247705805092696,RBW2012110171,2012-11-14,2012-11-16,
170985091124534,RBW2012110172,,,
171435813499503,RBW2012110173,2012-11-14,2012-11-14,
171435813499503,RBW2012110173,2012-11-14,2012-11-14,
171515536605468,RBW2012110174,,,
171746493571879,RBW2012110175,2012-11-14,2012-11-16,
171871331194715,RBW2012110176,,,
171930334917554,RBW2012110177,,,
172097900204044,RBW2012110178,2012-11-14,2012-11-14,
172152133203228,RBW2012110179,,,
172152133203228,RBW2012110179,,,
172209428873880,RBW2012110180,2012-11-14,2012-11-14,
248388766397757,RBW2012110181,,,
248388766397757,RBW2012110181,,,
165296902451410,RBW2012110182,,,
165315382390942,RBW2012110183,,,
170555973712115,RBW2012110184,,,
172389222378538,RBW2012110185,,,
187734590030942,RBW2012110186,,,
194290431126448,RBW2012110187,2012-11-14,2012-11-16,
194562914931488,RBW2012110188,,,
196799518537084,RBW2012110189,,,
196835994598679,RBW2012110190,,,
235143326236448,RBW2012110191,2012-11-14,2012-11-16,
235302929240511,RBW2012110192,2012-11-14,2012-11-16,
237657603102800,RBW2012110193,,,
240355166435506,RBW2012110194,,,
242842526840126,RBW2012110195,,,
244053609706448,RBW2012110196,2012-11-14,2012-11-16,
246146043024494,RBW2012110197,2012-11-14,2012-11-16,
246228365755199,RBW2012110198,,,
246281003442395,RBW2012110199,,,
246337321980779,RBW2012110200,,,
172028065672054,RBW2012110201,2012-11-14,2012-11-16,
172499749107235,RBW2012110202,,,
172530612907586,RBW2012110203,,,
172539737763756,RBW2012110204,,,
196105395960779,RBW2012110205,2012-11-14,2012-11-16,
196253073554771,RBW2012110206,,,
196348234048414,RBW2012110207,,,
196528435394654,RBW2012110208,,,
196563397947264,RBW2012110209,,,
196591077320311,RBW2012110210,,,
196716355683349,RBW2012110211,,,
249841680294910,RBW2012110212,,,
248388766397757,RBW2012110213,,,
248388766397757,RBW2012110213,,,
170896898130124,RBW2012110214,,,
170940018671346,RBW2012110215,,,
171119862516821,RBW2012110216,,,
171468134724221,RBW2012110217,2012-11-15,2012-11-15,
246458282806715,RBW2012110218,,,
248388766397757,RBW2012110219,,,
165296902451410,RBW2012110220,,,
165315382390942,RBW2012110221,,,
170555973712115,RBW2012110222,,,
170896898130124,RBW2012110223,,,
170940018671346,RBW2012110224,,,
171119862516821,RBW2012110225,,,
171468134724221,RBW2012110226,2012-11-15,2012-11-15,
172028065672054,RBW2012110227,2012-11-14,2012-11-16,
172389222378538,RBW2012110228,,,
172499749107235,RBW2012110229,,,
172530612907586,RBW2012110230,,,
172539737763756,RBW2012110231,,,
187734590030942,RBW2012110232,,,
194290431126448,RBW2012110233,2012-11-14,2012-11-16,
194562914931488,RBW2012110234,,,
196105395960779,RBW2012110235,2012-11-14,2012-11-16,
196253073554771,RBW2012110236,,,
196348234048414,RBW2012110237,,,
196528435394654,RBW2012110238,,,
196563397947264,RBW2012110239,,,
196591077320311,RBW2012110240,,,
196716355683349,RBW2012110241,,,
196799518537084,RBW2012110242,,,
196835994598679,RBW2012110243,,,
235143326236448,RBW2012110244,2012-11-14,2012-11-16,
235302929240511,RBW2012110245,2012-11-14,2012-11-16,
237657603102800,RBW2012110246,,,
240355166435506,RBW2012110247,,,
242842526840126,RBW2012110248,,,
244053609706448,RBW2012110249,2012-11-14,2012-11-16,
246146043024494,RBW2012110250,2012-11-14,2012-11-16,
246228365755199,RBW2012110251,,,
246281003442395,RBW2012110252,,,
246337321980779,RBW2012110253,,,
246458282806715,RBW2012110254,,,
248388766397757,RBW2012110255,,,
249841680294910,RBW2012110256,,,
